Name	Set	Imagefile	Type	Level	Logo	Rarity	Text
Brandobaris	4TH	476	Hero	13	AD&D	Rare	Avatar. Halfing. A hero with an attached magical item must be discarded to bring Brandobaris into play. Once per turn can select one champion in another player's pool to take magical items and artifacts from. The magical items and artifacts are then redistributed to other champions in that player's pool.
Corellon Larethian	4TH	477	Wizard	18	AD&D	Rare	Avatar. Elf. An elf champion of level 16 or higher must be discarded to bring Corellon into play. Corellon is immune to offensive wizard spells and rule cards have no effect against elf champions of this player.
Bahgtru	4TH	478	Monster	14	AD&D	Rare	Avatar. Orc. A hero level 13 or higher must be discarded to bring Bahgtru into play. All allies of this player gain a +4 bonus and are immune to offensive spells, blood abilities, and magical items.
Great Mother	4TH	479	Monster	16	AD&D	Rare	Avatar. Beholder. Another player's wizard must be defeated in combat to bring the Great Mother into play (at the time of the victory). Once per turn, the Great Mother can surround one pool in an antimagic shell that prevents all spellcasting.
Annam	4TH	480	Cleric	16	AD&D	Rare	Avatar. Giant. A giant of level 14 or higher must be discarded to bring Annam into play. At the start of this player's turn, Annam can discard one card at random from another player who has a hand of eight cards or more.
Remnis	4TH	481	Monster	15	AD&D	Rare	Avatar. One or more flyers totaling 16 levels or more must be discarded to bring Remnis into play. At the end of each turn, Remnis can fly into this player's discard pile and retrieve one non-champion card, returning it to this player's hand.
Cegilune	4TH	482	Monster	17	AD&D	Rare	Avatar. Three magical items with a least a +3 bonus each (or three elf champions) must be discard to bring Cegilune into play. When attacking, she causes all magical items held by the opposing player to be discarded.
Kanchelsis	4TH	483	Wizard	16	AD&D	Rare	Avatar. Undead, flyer, elf. An undead champion with a magical item or artifact must be discarded to bring Kanchelsis into play. Each time Kanchelsis wins a round of combat, he can force one attached card anywhere in play to be discarded (excluding realms and champions).
Ferrix	4TH	484	Wizard	17	AD&D	Rare	Avatar. Weretiger. A monster champion of level 12 or higher must be discarded to bring Ferrix into play. In combat, Ferrix forces her opponent to discard one artifact or holding from their hand, pool, or formation, or else lose the round of combat.
Titania	4TH	485	Wizard	20	AD&D	Rare	Avatar. Three champions must be discarded to bring Titania into play. This player can choose one type of champion at the start of each of his turns that is immune harmful events and offensive psionic power cards.
Verenestra	4TH	486	Cleric	16	AD&D	Rare	"Avatar. A wizard immune to offensive spells must be discarded to bring this avatar into play. Once per turn, Verenestra can negate a defensive spell. If discarded from play for any reason, all cards with the words ""immune"" or ""immunity"" on them are likewise discarded."
Midnight, Goddess of Magic	4TH	487	Wizard	15	FR	Rare	Avatar. Two level 9+ wizards must be discarded to bring Midnight into play. While in play, all champions that use wizard spells must ask her permission to cast them. She destroys all magical items held by the opposing champion.
Iuz, Avatar of Evil	4TH	488	Monster	14	GH	Rare	Avatar. Undead. 10+ levels of undead champions must be discarded to bring Iuz into play. Iuz can cast wizard spells. Once per turn, this player may raze one of his realms to force an opponet to discard a razed realm or raze one unrazed realm.
Lolth, the Spider Avatar	4TH	489	Monster	21	GH	Rare	Avatar. Elf (drow). Two drow champions must be discarded to bring Lolth into play. Can use wizard and cleric spells and psionic power cards. If Lolth is defeated, shuffle her back into the draw deck along with the drow used to summon her.
Nobody Wins!	4TH	490	Rule		AD&D	Common	Played at the beginning of the player's turn, this card is not discarded. It affects all players and remains in effect until any other rule card is played. At the start of this player's turn, he may guess a type of card (realm, holding, wizard, cleric spell, etc.) and flip over the top card of one player's draw pile. If he guessed correctly, the card is placed in the Abyss, otherwise it is discarded.
Rule Lawyer's Delight	4TH	491	Rule		AD&D	Common	Played at the beginning of the player's turn, this card is not discarded. It affects all players and remains in effect until any other rule card is played. This rule card allows every player to have a rule card in play (this player may have one in addition to this one). Only the player who plays a rule card is affected by its powers. The Ultimate Rule Card removes all rules from play.
Time of Troubles	4TH	492	Rule		AD&D	Common	Played at the beginning of the player's turn, this card is not discarded. It affects all players and remains in effect until any other rule card is played. No champion of base level 7 or greater (before magical items and other attached modifiers) may be involved in combat. All Forgotten Realms champions and allies gain 1 level.
The Power of Faith	4TH	493	Rule		AD&D	Common	Played at the beginning of the player's turn, this card is not discarded. It affects all players and remains in effect until any other rule card is played. All champions except clerics battle undead champions at half their base level, and allies of less than +4 cannot be played against undead champions by non-clerics.
Forbidden Knowledge	4TH	494	Rule		AD&D	Common	Played at the beginning of the player's turn, this card is not discarded. It affects all players and remains in effect until any other rule card is played. Only Ravenloft champions can cast offensive wizard spells. Only Dark Sun champions can use psionic power cards. Only AD&D champions can use unarmed combat cards. Only Birthright champions can use offensive blood abilities.
Circle of Life	4TH	495	Rule		AD&D	Common	Played at the beginning of the player's turn, this card is not discarded. It affects all players and remains in effect until any other rule card is played. The game cannot end by a player running out of cards. Any time a player depletes his draw pile, he simply reshuffles his discards to form a new draw pile. Cards in the Abyss remain in the Abyss.
Fair Fight!	4TH	496	Rule		AD&D	Common	Played at the beginning of the player's turn, this card is not discarded. It affects all players and remains in effect until any other rule card is played. All instant-kill cards lose their special powers, retaining only their icon bonus. This includes all champions, allies, and events that cause a particular type of champion to be discarded.
The Event Wheel	4TH	497	Rule		AD&D	Common	Played at the beginning of the player's turn, this card is not discarded. It affects all players and remains in effect until any other rule card is played. Events that have a stated duration remain in effect. After two events have been played, a third event forces the first event played to be discarded. Events continue to cycle through, with a third event always replacing the event that has been active the longest.
The Backwaters	4TH	498	Rule		AD&D	Common	Played at the beginning of the player's turn, this card is not discarded. It affects all players and remains in effect until any other rule card is played. At the end of this player's turn, razed realms in the C, D, or E positions are discarded. Razed realms in the A or B position remain in the formation.
Master the Magic	4TH	499	Rule		AD&D	Common	Played at the beginning of the player's turn, this card is not discarded. It affects all players and remains in effect until any other rule card is played. Allies and psionic power cards cannot be played. Any such cards already in play are discarded when this rule card is played.
The Master Strategist	4TH	500	Rule		AD&D	Common	Played at the beginning of the player's turn, this card is not discarded. It affects all players and remains in effect until any other rule card is played. Spells and blood abilities cannot be played. Any such cards already in play are discarded when this rule card is played.
Flash Flood	4TH	501	Event		AD&D	Special	All players' pools fill with water, negating the special power of all magical items and artifacts attached to noswimmers. Items function normally in combat. This event lasts until negated. (Harmful)
Netherese Symbol of Power	4TH	502	Wizard Spell		AD&D	Special	Place face down beneath a realm until it is attacked. This realm's defenders get to use their special powers before that of the attacker. Discard after use. (Def/3/5)
Rengarth Oracle	4TH	503	Cleric Spell		AD&D	Special	Look at the top six cards of your draw pile and arrange the cards in any order. When finished, send this card to the Abyss. (Def/3/5)
Sea of Dust	4TH	504	Realm		GH	Special	Cannot be attacked by swimmers. If razed in combat, this player can raze any other realm in play. If razed or discarded outside of combat, this player can cause one swimming champion anywhere in play to be discarded.
Caves of Mystery	4TH	505	Holding		AD&D	Special	Can be attached to any realm. Attacking champions of base level 9 or higher draw and discard a card, noting the last digit. If that humber is 3 or less, they have underestimated the danger and are discarded. This player draws spoils.
The Living Earth	4TH	506	Event		AD&D	Special	Until the end of this player's next turn, realm champions can attack opposing realms (regardless of position or restrictions) and use magical items and artifacts. If defeated in combat, the realm of the realm champion is discarded. Magical items and artifacts are discarded at the end of the event. (Helpful)
The Painted Hills	4TH	507	Realm	5	DS	Special	This realm's champion can be of any type, chosen each time it is attacked. Unarmed combat cards cannot be used when attacking this realm.
Ethereal Champion	4TH	508	Hero	7	AD&D	Special	Can cast wizard and cleris spells. Immune to all offensive cards and opposing champions' special powers. All cards in this player's pool can be turned face down while the Ethereal Champion is in play.
Agis's Cairn	4TH	509	Holding	4	DS	Special	Defenders of the attached realm can choose to negate defensive spells and defensive magical items for the duration of the battle.
Throne of the Mountain God	4TH	510	Artifact	5	AD&D	Special	Limbo becomes the Abyss and the Abyss becomes Limbo for as long as this card is in play. Nonevent cards normally sent to Limbo are removed from Play, nonevent cards normally sent to the Abyss return at the end of that player's next turn.
Between a Rock and a Hard Place	4TH	511	Event		AD&D	Special	Play during the first round of a realm's defense as a defender. If this realm is razed or discarded in this battle, all razed realms in play are also discarded. (Harmful)
Barbaric Allies	4TH	512	Ally	7	AD&D	Special	These allies can be played in combat regardless of cards that prohibit allies from being played. If played during a successful defense of a realm, one of the attacker's realms is razed (chosen by the attacker).
The Slyvan Pool	4TH	513	Holding		AD&D	Special	Can be attached to any realm. Each time a realm or holding is removed from play, this player draws one card.
